ID_mother,m_rec_meth,m_study1_part,m_part_round,m_partner_completed,partner_ID_mother,m_study2_survey,m_fWHR_ben,m_fWHR_mad,m_expression_not_neutral,m_angled_face,m_obstructed_face,m_useable_for_ratings,m_photo_resubmission,m_sex,m_ethnicity,m_nationality,m_age,m_age_first_bio_child,m_sex_first_bio_child,m_num_bio_child,m_has_adopted_child,m_ppp_adjusted_income_usd,m_ISCO.08_code,m_ISEI.08_occ_status,m_SSS,m_SR_dom_cheng,m_PR_dom_cheng,m_SR_pres_cheng,m_PR_pres_cheng,m_SAT,m_IPIP_dom,m_intra_comp,m_ind_agg_full,m_ind_agg_soc_excl,m_ind_agg_mal_hum,m_ind_agg_guilt,m_photo_method,m_facial_dominance,m_facial_masculinityfemininity,m_facial_attractiveness,m_fWHR,ID_father,f_rec_meth,f_study1_part,f_part_round,f_partner_completed,f_study2_survey,f_fWHR_ben,f_fWHR_mad,f_expression_not_neutral,f_angled_face,f_obstructed_face,f_useable_for_ratings,f_photo_resubmission,f_sex,f_ethnicity,f_nationality,f_age,f_age_first_bio_child,f_sex_first_bio_child,f_num_bio_child,f_has_adopted_child,f_ppp_adjusted_income_usd,f_ISCO.08_code,f_ISEI.08_occ_status,f_SSS,f_SR_dom_cheng,f_PR_dom_cheng,f_SR_pres_cheng,f_PR_pres_cheng,f_SAT,f_IPIP_dom,f_intra_comp,f_ind_agg_full,f_ind_agg_soc_excl,f_ind_agg_mal_hum,f_ind_agg_guilt,f_photo_method,f_facial_dominance,f_facial_masculinityfemininity,f_facial_attractiveness,f_fWHR,shared_child_sex,shared_child_age
7970707198,prolific,2,1,1,8816899401,2,1.645,1.625,neutral,0,0,1,no_resubmission,female,African,South Africa,34,7,male,2,no,57397.04405,2412,75.5,64,2.625,2.888888889,4.444444444,6.555555556,3,16,2,25,10,9,6,phone,3.081081081,2.459459459,3.810810811,1.635,8816899401,prolific,3,1,1,3,1.761,1.782,neutral,0,0,1,no_resubmission,male,African,South Africa,36,7,male,2,no,129143.3491,2411,76.65,73,4.625,3.777777778,6.333333333,4.777777778,8,41,1.666666667,33,14,11,8,phone,4.027027027,4.972972973,3.027027027,1.7715,1,7
8022098597,prolific,2,5,1,1800499552,NA,2.024,2.012,not_neutral,0,0,1,no_resubmission,female,East Asian,United States,36,8,male,1,no,NA,2634,85.85,21,4.125,2.666666667,4,3.333333333,0,26,3.083333333,25,10,9,6,phone,2.985915493,3.76056338,2.563380282,2.018,1800499552,prolific,2,5,1,NA,1.595,1.626,neutral,0,0,1,no_resubmission,male,East Asian,United States,39,8,male,1,no,NA,2131,80.46,30,4.375,3.777777778,4.666666667,4,1,27,4.25,31,12,11,8,computer,3.407894737,4.710526316,2.947368421,1.6105,1,8
8025371674,prolific,2,1,1,7416483910,2,1.657,1.636,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,39,7,male,2,no,29458.08383,3353,54.27,30,4,2.777777778,5.888888889,5.666666667,1,37,1.916666667,29,10,12,7,phone,3.27027027,2.864864865,3,1.6465,7416483910,prolific,3,1,1,3,1.619,1.604,neutral,0,0,1,had_resubmission,male,White/Caucasian,United Kingdom,38,7,male,2,no,44910.17964,2521,75.13,44,1.25,2.333333333,5.666666667,6,1,16,1.166666667,33,10,12,11,phone,5.297297297,6.054054054,3.567567568,1.6115,1,7
8049207358,prolific,2,4,1,3972803140,NA,1.709,1.722,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,28,1,female,1,no,68862.27545,1212,74.79,60,3.25,2.333333333,5.444444444,6.111111111,6,34,3.083333333,37,13,14,10,phone,3.746478873,2.098591549,4.084507042,1.7155,3972803140,prolific,3,2,1,NA,1.646,1.611,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,30,1,female,1,no,74850.2994,2431,73.91,56,4.5,3.333333333,4.222222222,4.111111111,3,28,2.75,34,13,12,9,phone,4.986842105,6.052631579,3.052631579,1.6285,0,1
8136469371,prolific,3,1,1,4834132887,4,NA,NA,neutral,0,1,1,no_resubmission,female,White/Caucasian,United Kingdom,34,6,male,2,no,48362.27545,2221,68.7,51,1.625,5.333333333,4.888888889,5.111111111,0,18,1,27,11,9,7,phone,4.342105263,4.078947368,2.052631579,NA,4834132887,prolific,2,1,1,3,1.695,1.689,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,40,6,male,2,no,52395.20958,7231,30.78,32,1.625,1.333333333,1.888888889,5.888888889,0,21,2.166667,27,10,11,6,computer,4.972972973,5.540540541,3.432432432,1.692,1,6
8164566741,prolific,3,2,1,4767861401,NA,1.459,1.478,neutral,0,0,1,no_resubmission,female,Caribbean,United Kingdom,34,8,male,3,no,NA,NA,NA,49,1.375,3.666666667,4.444444444,3.666666667,2,15,1,28,10,9,9,phone,4.450704225,3.873239437,3.225352113,1.4685,4767861401,prolific,2,4,1,NA,1.672,1.708,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,37,8,male,3,no,59880.23952,3341,62.13,36,3.25,2.555555556,3,3.555555556,1,29,1.083333333,25,10,9,6,phone,3.776315789,5.013157895,2.092105263,1.69,1,8
8232985320,prolific,2,2,1,3319801147,4,NA,NA,not_neutral,1,0,1,no_resubmission,female,White/Caucasian,United Kingdom,33,1,male,1,no,23952.09581,2341,76.49,39,1.25,1.555555556,5.666666667,7,0,21,1.083333333,28,11,10,7,phone,3.105263158,3.105263158,2.789473684,NA,3319801147,prolific,3,3,1,NA,1.725,1.74,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,34,2,male,1,no,43413.17365,1420,51.56,50,2.5,1.333333333,6.333333333,5.888888889,7,22,1,25,10,9,6,phone,3.421052632,5.052631579,2.789473684,1.7325,1,1
8358295868,prolific,3,1,1,6454880753,2,1.549,1.548,neutral,0,0,1,had_resubmission,female,White/Caucasian,United Kingdom,41,7,male,2,no,11377.24551,3343,54.55,40,2.75,3.888888889,2.666666667,5,2,39,3.166666667,25,10,9,6,NA,4.243243243,2.891891892,3.594594595,1.5485,6454880753,prolific,2,2,1,1,1.55,1.655,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,40,7,male,2,no,37425.1497,1221,71.39,35,3,1.222222222,4.444444444,4,4,32,3.416666667,34,10,14,10,phone,4.525,5.45,2.375,1.6025,1,7
8387369971,prolific,2,1,1,4777097641,2,1.53,1.514,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,27,3,male,2,no,50898.20359,2144,77.1,50,3.625,3.111111111,5.111111111,5.333333333,2,41,2.166666667,36,11,14,11,phone,3.756756757,1.72972973,4.540540541,1.522,4777097641,prolific,3,1,1,3,NA,NA,not_neutral,1,0,1,no_resubmission,male,White/Caucasian,United Kingdom,28,3,male,2,no,89820.35928,1321,65.42,50,2.75,2.333333333,5.333333333,5.222222222,1,34,1.916666667,36,10,16,10,phone,4.081081081,6.054054054,4.513513514,NA,1,3
8394186699,prolific,3,1,1,7219720793,4,NA,NA,neutral,1,0,1,no_resubmission,female,African,South Africa,31,3,male,2,no,NA,3315,57.68,50,1.875,2.666666667,7,5.222222222,4,24,1,26,10,9,7,phone,4.447368421,1.763157895,5.710526316,NA,7219720793,prolific,2,2,1,1,1.986,2.053,neutral,0,0,1,no_resubmission,male,African,South Africa,30,3,male,2,no,18941.02454,3513,62.45,60,3.875,2.777777778,6.555555556,7,4,45,1.25,38,18,11,9,phone,3.75,5.15,2.8,2.0195,1,3
8424294196,prolific,3,1,1,7724389864,2,1.718,1.732,neutral,0,0,1,no_resubmission,female,White/Caucasian,Poland,35,5,female,2,no,NA,2621,77.19,68,2.5,3.888888889,3.666666667,3.777777778,1,34,4.666666667,58,32,15,11,computer,5.108108108,3.675675676,2.432432432,1.725,7724389864,prolific,2,2,1,1,1.546,1.557,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,36,4,female,2,no,73353.29341,2511,74.66,44,2.875,2.222222222,4,5.444444444,0,34,3.25,28,10,11,7,computer,3.175,4.825,2.5,1.5515,0,4
8520107397,prolific,3,1,1,9414112513,4,1.497,1.484,neutral,0,0,1,had_resubmission,female,White/Caucasian,United Kingdom,34,3,male,2,no,52844.31138,2432,73.91,34,2.125,3.666666667,4,5.111111111,0,35,1.75,27,11,10,6,phone,4.352112676,2.676056338,3.704225352,1.4905,9414112513,prolific,2,3,1,1,1.343,1.299,neutral,0,0,1,had_resubmission,male,White/Caucasian,United Kingdom,36,3,male,2,no,59730.53892,2411,76.65,40,4.25,1.888888889,4.444444444,5.555555556,2,36,3.083333333,45,11,19,15,phone,3.075,4.5,2.6,1.321,1,3
8604833061,prolific,3,1,1,7469410814,4,1.673,1.619,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,28,5,male,3,no,36676.64671,4211,48.1,45,2.125,2.666666667,4.444444444,5.222222222,0,28,1.916666667,30,10,10,10,phone,3.684210526,2.552631579,4.131578947,1.646,7469410814,prolific,2,2,1,3,1.764,1.816,not_neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,31,5,male,3,no,22455.08982,3315,57.68,50,4.375,4.111111111,4.777777778,4.777777778,1,34,3.083333333,48,15,16,17,phone,3.945945946,4.324324324,2.810810811,1.79,1,5
8672823884,prolific,3,1,1,9860413647,4,NA,NA,neutral,0,1,1,no_resubmission,female,White/Caucasian,United Kingdom,32,2,male,2,no,71856.28743,1213,70.57,54,2.5,1.555555556,6,5.555555556,0,19,2.083333333,35,12,14,9,phone,3.078947368,2.894736842,3.552631579,NA,9860413647,prolific,2,2,1,3,NA,NA,not_neutral,1,0,1,no_resubmission,male,White/Caucasian,United Kingdom,40,2,male,2,no,119760.479,1211,73.38,68,2.75,2.111111111,5.666666667,5.555555556,0,30,3.25,31,10,11,10,phone,3.405405405,5.054054054,2.972972973,NA,1,2
8923280367,prolific,2,1,1,5673710979,2,1.379,1.364,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,39,6,female,2,no,14970.05988,9112,14.21,50,1.625,2,4.777777778,5,1,15,1.333333333,27,10,10,7,phone,3.648648649,3.405405405,2.945945946,1.3715,5673710979,prolific,3,1,1,3,1.562,1.61,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,39,7,female,2,no,41916.16766,3212,57.37,45,3,1.777777778,4.555555556,5.888888889,0,34,1.916666667,30,10,13,7,phone,3.702702703,5.027027027,2.972972973,1.586,0,6
8949687860,prolific,2,1,1,6469005827,2,1.464,1.511,neutral,0,0,1,no_resubmission,female,White/Caucasian,United Kingdom,31,1,male,1,no,89820.35928,3334,62.39,69,2.875,3.222222222,4.666666667,6.111111111,4,28,2.416666667,28,12,9,7,phone,3.810810811,2.243243243,4.054054054,1.4875,6469005827,prolific,2,2,1,1,1.667,1.713,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,33,1,male,1,no,104790.4192,2511,74.66,70,1.75,1.222222222,6,5.444444444,2,29,1.416666667,28,10,10,8,phone,4.275,5.2,3.175,1.69,1,1
9018711711,prolific,2,1,1,9393463424,4,1.714,1.73,neutral,0,0,1,had_resubmission,female,White/Caucasian,Spain,36,3,female,2,no,NA,2142,81.4,52,2.25,2.777777778,5.444444444,6.333333333,2,26,1.583333333,25,10,9,6,phone,4.38028169,2.929577465,3.422535211,1.722,9393463424,prolific,2,2,1,1,1.534,1.547,neutral,0,0,1,no_resubmission,male,White/Caucasian,United Kingdom,36,3,female,2,no,49944.61078,2341,76.49,67,4.375,1.222222222,4.333333333,5.888888889,3,32,4,31,14,9,8,phone,5,6.05,3.325,1.5405,0,3
9174025570,prolific,2,1,1,5489678105,2,1.466,1.422,neutral,0,0,1,no_resubmission,female,White/Caucasian,Hungary,31,1,male,1,no,788.0220646,2354,68.88,35,5.875,4.444444444,5.888888889,6,6,45,5.083333333,41,15,14,12,phone,2.891891892,3.243243243,3.054054054,1.444,5489678105,prolific,3,1,1,3,1.697,1.68,neutral,0,0,1,no_resubmission,male,White/Caucasian,Hungary,31,1,male,1,no,3283.425269,2641,72.83,50,4.25,3.888888889,6,5,1,33,3.75,46,15,19,12,computer,4.810810811,5.837837838,3.756756757,1.6885,1,1
9272064415,prolific,3,1,1,5943432837,4,1.75,1.669,neutral,0,0,1,no_resubmission,female,African,South Africa,24,2,female,1,no,7174.630507,5244,38.88,47,2.875,3.333333333,4.666666667,4.666666667,3,23,1.666666667,36,14,12,10,phone,4.631578947,2.710526316,4.868421053,1.7095,5943432837,prolific,2,2,1,1,1.564,1.571,neutral,0,0,1,no_resubmission,male,African,South Africa,27,2,female,1,yes,5022.241355,NA,NA,31,3.875,2.666666667,5.888888889,4.444444444,10,37,3.583333333,47,19,13,15,phone,3.8,4.875,3.85,1.5675,0,2
9416512245,prolific,2,5,1,7459868319,NA,1.775,1.833,neutral,0,0,1,no_resubmission,female,African,South Africa,29,1,female,1,no,0,NA,NA,1,3.625,1.666666667,3.666666667,5.333333333,4,15,1,27,10,11,6,phone,3.38028169,3.169014085,3.704225352,1.804,7459868319,prolific,3,2,1,NA,2.135,2.158,neutral,0,0,1,no_resubmission,male,African,South Africa,27,1,female,1,no,21523.89152,3359,64.4,0,3.25,5,6.666666667,6,6,27,1,27,10,9,8,phone,5.039473684,6.118421053,3.697368421,2.1465,0,1
9444883812,prolific,2,1,1,6546808997,2,1.764,1.701,neutral,0,0,1,no_resubmission,female,African,South Africa,27,5,male,3,no,21523.89152,2521,75.13,42,2,1.555555556,6.444444444,6.222222222,4,21,1.25,34,11,12,11,phone,3.783783784,2.513513514,3.891891892,1.7325,6546808997,prolific,2,1,1,1,2.049,2.05,neutral,0,0,1,had_resubmission,male,African,South Africa,28,5,male,3,no,57827.52188,2512,74.66,52,2,2.111111111,6.555555556,6.666666667,3,24,1.583333,27,10,10,7,phone,4.5,4.275,3.15,2.0495,1,5
9785012974,prolific,2,4,1,7321305410,NA,1.715,1.713,neutral,0,0,0,no_resubmission,female,White/Caucasian,United States,30,3,female,2,no,NA,NA,NA,50,3,1.444444444,4.444444444,4.333333333,3,20,3.25,28,11,9,8,computer,3.309859155,3.774647887,3.070422535,1.714,7321305410,prolific,3,2,1,NA,1.442,1.404,neutral,0,0,1,had_resubmission,male,White/Caucasian,United States,32,3,female,2,no,48000,3323,56.35,50,2,2.222222222,4.222222222,6.222222222,2,16,1.75,29,11,10,8,phone,3.631578947,5.355263158,3.513157895,1.423,0,3
9866364849,prolific,2,5,1,4699259709,NA,NA,NA,neutral,0,1,1,no_resubmission,female,White/Caucasian,United Kingdom,33,6,male,3,no,28443.11377,2521,75.13,50,1,3.555555556,4,3.777777778,1,16,1.583333333,28,11,10,7,phone,3.521126761,3.084507042,3.112676056,NA,4699259709,prolific,3,2,1,NA,NA,NA,neutral,0,1,1,had_resubmission,male,White/Caucasian,United Kingdom,35,6,male,3,no,59880.23952,2310,85.41,70,3,1.222222222,3.333333333,4.666666667,2,35,3,28,10,12,6,phone,3.394736842,5.105263158,2.789473684,NA,1,6
